frequency,time,phase,d
49.99,20.09.2024 00:07:58,64.3,7.0
49.989,20.09.2024 00:07:59,60.5,7.0
49.988,20.09.2024 00:08:00,56.1,7.0
49.987,20.09.2024 00:08:01,51.4,7.0
49.987,20.09.2024 00:08:02,47.2,7.0
49.987,20.09.2024 00:08:03,42.3,7.0
49.988,20.09.2024 00:08:04,38.2,7.0
49.989,20.09.2024 00:08:05,34.3,7.0
49.99,20.09.2024 00:08:06,30.5,7.0
49.991,20.09.2024 00:08:07,27.2,7.0
49.993,20.09.2024 00:08:08,24.6,7.0
49.994,20.09.2024 00:08:09,22.4,7.0
49.995,20.09.2024 00:08:10,20.6,7.0
49.996,20.09.2024 00:08:11,19.4,7.0
49.999,20.09.2024 00:08:12,18.8,7.0
50.0,20.09.2024 00:08:13,18.7,7.0
49.999,20.09.2024 00:08:14,18.3,7.0
49.999,20.09.2024 00:08:15,18.1,7.0
49.999,20.09.2024 00:08:16,17.6,7.0
50.0,20.09.2024 00:08:17,17.5,7.0
49.999,20.09.2024 00:08:18,17.3,7.0
50.0,20.09.2024 00:08:19,17.4,7.0
50.001,20.09.2024 00:08:20,17.8,7.0
50.002,20.09.2024 00:08:21,18.5,7.0
50.003,20.09.2024 00:08:22,19.7,7.0
50.004,20.09.2024 00:08:23,21.2,7.0
50.004,20.09.2024 00:08:24,23.2,7.0
50.002,20.09.2024 00:08:25,23.9,7.0
50.001,20.09.2024 00:08:26,24.4,7.0
50.001,20.09.2024 00:08:27,24.9,7.0
50.003,20.09.2024 00:08:28,25.7,7.0
50.003,20.09.2024 00:08:29,26.8,7.0
50.003,20.09.2024 00:08:30,28.0,7.0
50.004,20.09.2024 00:08:31,29.4,7.0
50.005,20.09.2024 00:08:32,31.1,7.0
50.007,20.09.2024 00:08:33,33.4,7.0
50.007,20.09.2024 00:08:34,35.9,7.0
50.008,20.09.2024 00:08:35,38.7,7.0
50.009,20.09.2024 00:08:36,41.9,7.0
50.01,20.09.2024 00:08:37,45.3,7.0
50.01,20.09.2024 00:08:38,48.9,7.0
50.011,20.09.2024 00:08:39,52.8,7.0
50.01,20.09.2024 00:08:40,56.4,7.0
50.01,20.09.2024 00:08:41,59.8,7.0
50.009,20.09.2024 00:08:42,62.9,7.0
50.008,20.09.2024 00:08:43,65.6,7.0
50.007,20.09.2024 00:08:44,67.9,7.0
50.004,20.09.2024 00:08:45,69.9,7.0
50.004,20.09.2024 00:08:46,71.0,7.0
50.004,20.09.2024 00:08:47,72.5,7.0
50.003,20.09.2024 00:08:48,73.7,7.0
50.002,20.09.2024 00:08:49,74.3,7.0
50.0,20.09.2024 00:08:50,74.5,7.0
50.0,20.09.2024 00:08:51,74.5,7.0
50.0,20.09.2024 00:08:52,74.5,7.0
49.999,20.09.2024 00:08:53,74.1,7.0
49.996,20.09.2024 00:08:54,72.7,7.0
49.994,20.09.2024 00:08:55,70.6,7.0
49.993,20.09.2024 00:08:56,67.9,7.0
49.992,20.09.2024 00:08:57,65.0,7.0
49.991,20.09.2024 00:08:58,62.0,7.0
49.991,20.09.2024 00:08:59,58.6,7.0
49.991,20.09.2024 00:09:00,55.3,7.0
49.992,20.09.2024 00:09:01,52.0,7.0
49.992,20.09.2024 00:09:02,49.1,7.0
49.992,20.09.2024 00:09:03,46.4,7.0
49.991,20.09.2024 00:09:04,43.3,7.0
49.99,20.09.2024 00:09:05,39.5,7.0
49.991,20.09.2024 00:09:06,36.1,7.0
49.991,20.09.2024 00:09:07,33.4,7.0
49.991,20.09.2024 00:09:08,29.9,7.0
49.991,20.09.2024 00:09:09,26.6,7.0
49.992,20.09.2024 00:09:10,23.8,7.0
49.992,20.09.2024 00:09:11,20.7,7.0
49.991,20.09.2024 00:09:12,17.6,7.0
49.993,20.09.2024 00:09:13,14.8,7.0
49.994,20.09.2024 00:09:14,12.4,7.0
49.995,20.09.2024 00:09:15,10.4,7.0
49.995,20.09.2024 00:09:16,8.6,7.0
49.997,20.09.2024 00:09:17,7.3,7.0
49.998,20.09.2024 00:09:18,6.6,7.0
