day,start,duration
16,1726450329738,131077
16,1726450460815,131057
16,1726450591872,131079
16,1726450722951,131070
16,1726450854021,131091
16,1726450985112,18857
16,1726451003969,130579
16,1726451134548,131068
16,1726451265616,131060
16,1726451396676,131156
16,1726451527832,131064
16,1726451658896,131060
16,1726451789956,131076
16,1726451921032,131079
16,1726452052111,130999
16,1726452183110,131084
16,1726452314194,131117
16,1726452445311,131029
16,1726452576340,131124
16,1726452707464,131084
16,1726452838548,131060
16,1726452969608,131084
16,1726453100692,131072
16,1726453231764,131006
16,1726453362770,131122
16,1726453493892,131016
16,1726453624908,131143
16,1726453756051,131001
16,1726453887052,131083
16,1726454018135,131051
16,1726454149186,131158
16,1726454280344,131068
16,1726454411412,10480
16,1726454421892,130820
16,1726454552712,131063
16,1726454683775,131072
16,1726454814847,131026
16,1726454945873,131139
16,1726455077012,131008
16,1726455208020,131144
16,1726455339164,131048
16,1726455470212,131092
16,1726455601304,131056
16,1726455732360,131088
16,1726455863448,131065
16,1726455994513,130995
16,1726456125508,131136
16,1726456256644,131088
16,1726456387732,131009
16,1726456518741,131130
16,1726456649871,131086
16,1726456780957,131047
16,1726456912004,131027
16,1726457043031,131061
16,1726457174092,131132
16,1726457305224,131023
16,1726457436247,131117
16,1726457567364,131072
16,1726457698436,131088
16,1726457829524,131006
16,1726457960530,131146
16,1726458091676,131052
16,1726458222728,131073
16,1726458353801,131083
16,1726458484884,131072
16,1726458615956,131077
16,1726458747033,131051
16,1726458878084,131025
16,1726459009109,131119
16,1726459140228,131019
16,1726459271247,131065
16,1726459402312,131132
16,1726459533444,4353
16,1726459537797,130831
16,1726459668628,131056
16,1726459799684,131072
16,1726459930756,131088
16,1726460061844,3951
16,1726460065795,131201
16,1726460196996,131015
16,1726460328011,131129
16,1726460459140,131081
16,1726460590221,131068
16,1726460721289,131087
16,1726460852376,130989
16,1726460983365,131147
16,1726461114512,131060
16,1726461245572,131028
16,1726461376600,131116
16,1726461507716,11264
16,1726461518980,130068
16,1726461649048,131072
16,1726461780120,131068
16,1726461911188,131060
16,1726462042248,131007
16,1726462173255,131133
16,1726462304388,131072
16,1726462435460,131092
16,1726462566552,130991
16,1726462697543,68652
16,1726462766195,130076
16,1726462896271,131013
16,1726463027284,131136
16,1726463158420,131057
16,1726463289477,131086
16,1726463420563,131069
16,1726463551632,7140
16,1726463558772,132117
16,1726463690889,131067
16,1726463821956,131023
16,1726463952979,131141
16,1726464084120,131072
16,1726464215192,131053
16,1726464346245,131006
16,1726464477251,131142
16,1726464608393,131071
16,1726464739464,131084
16,1726464870548,131060
16,1726465001608,131084
16,1726465132692,130991
16,1726465263683,131145
16,1726465394828,131080
16,1726465525908,131072
16,1726465656980,131068
16,1726465788048,131072
16,1726465919120,131065
16,1726466050185,131069
16,1726466181254,131070
16,1726466312324,131088
16,1726466443412,131067
16,1726466574479,131085
16,1726466705564,131072
16,1726466836636,131048
16,1726466967684,131076
16,1726467098760,131018
16,1726467229778,131118
16,1726467360896,131080
16,1726467491976,131079
16,1726467623055,131010
16,1726467754065,131119
16,1726467885184,131076
16,1726468016260,131092
16,1726468147352,131068
16,1726468278420,131056
16,1726468409476,131076
16,1726468540552,131072
16,1726468671624,131088
16,1726468802712,131072
16,1726468933784,131064
16,1726469064848,131076
16,1726469195924,130999
16,1726469326923,131133
16,1726469458056,131080
16,1726469589136,131064
16,1726469720200,131018
16,1726469851218,131138
16,1726469982356,131056
16,1726470113412,131083
16,1726470244495,131007
16,1726470375502,131142
16,1726470506644,131052
16,1726470637696,131072
16,1726470768768,131029
16,1726470899797,131053
16,1726471030850,131142
16,1726471161992,131068
16,1726471293060,131068
16,1726471424128,68600
16,1726471492728,132110
16,1726471624838,131082
16,1726471755920,131060
16,1726471886980,131089
16,1726472018069,131051
16,1726472149120,131023
16,1726472280143,131150
16,1726472411293,131042
16,1726472542335,131011
16,1726472673346,131078
16,1726472804424,131078
16,1726472935502,131076
16,1726473066578,131121
16,1726473197699,131097
16,1726473328796,131044
16,1726473459840,131076
16,1726473590916,131084
16,1726473722000,131064
16,1726473853064,131021
16,1726473984085,131115
16,1726474115200,131092
16,1726474246292,68526
16,1726474314818,130060
16,1726474444878,131130
16,1726474576008,131084
16,1726474707092,131002
16,1726474838094,131142
16,1726474969236,131060
16,1726475100296,131084
16,1726475231380,131060
16,1726475362440,131064
16,1726475493504,131096
16,1726475624600,131064
16,1726475755664,131006
16,1726475886670,131138
16,1726476017808,131065
16,1726476148873,131018
16,1726476279891,131125
16,1726476411016,131007
16,1726476542023,131129
16,1726476673152,131072
16,1726476804224,131092
16,1726476935316,131003
16,1726477066319,131144
16,1726477197463,131000
16,1726477328463,131145
16,1726477459608,130990
16,1726477590598,131129
16,1726477721727,131089
16,1726477852816,131076
16,1726477983892,131072
16,1726478114964,131072
16,1726478246036,131076
16,1726478377112,130995
16,1726478508107,131128
16,1726478639235,131073
16,1726478770308,4464
16,1726478774772,130708
16,1726478905480,131076
16,1726479036556,131084
16,1726479167640,131047
16,1726479298687,131072
16,1726479429759,131092
16,1726479560851,131011
16,1726479691862,131134
16,1726479822996,131056
16,1726479954052,131088
16,1726480085140,131051
16,1726480216191,131076
16,1726480347267,131009
16,1726480478276,131086
16,1726480609362,131123
16,1726480740485,131087
16,1726480871572,131008
16,1726481002580,131136
16,1726481133716,131056
16,1726481264772,131077
16,1726481395849,131001
16,1726481526850,19258
16,1726481546108,130322
16,1726481676430,131070
16,1726481807500,131081
16,1726481938581,131059
16,1726482069640,131068
16,1726482200708,131087
16,1726482331795,131053
16,1726482462848,131096
16,1726482593944,131057
16,1726482725001,131006
16,1726482856007,131083
16,1726482987090,131059
16,1726483118149,131155
16,1726483249304,131068
16,1726483380372,131007
16,1726483511379,131121
16,1726483642500,131072
16,1726483773572,131084
16,1726483904656,131076
16,1726484035732,131052
16,1726484166784,131076
16,1726484297860,131067
16,1726484428927,131072
16,1726484559999,131081
16,1726484691080,131068
16,1726484822148,18932
16,1726484841080,130580
16,1726484971660,131068
16,1726485102728,131080
16,1726485233808,131076
16,1726485364884,131002
16,1726485495886,131069
16,1726485626955,3833
16,1726485630788,131408
16,1726485762196,131006
16,1726485893202,131134
16,1726486024336,131079
16,1726486155415,131073
16,1726486286488,131068
16,1726486417556,131072
16,1726486548628,131005
16,1726486679633,131135
16,1726486810768,131076
16,1726486941844,130991
16,1726487072835,131144
16,1726487203979,131000
16,1726487334979,131073
16,1726487466052,131135
16,1726487597187,131073
16,1726487728260,131071
16,1726487859331,131085
16,1726487990416,131075
16,1726488121491,130992
16,1726488252483,131132
16,1726488383615,131097
16,1726488514712,131068
16,1726488645780,131057
16,1726488776837,131074
16,1726488907911,131073
16,1726489038984,131068
16,1726489170052,131067
16,1726489301119,131078
16,1726489432197,131084
16,1726489563281,131064
16,1726489694345,131067
16,1726489825412,131076
16,1726489956488,131084
16,1726490087572,131003
16,1726490218575,131125
16,1726490349700,7092
16,1726490356792,130128
16,1726490486920,68604
16,1726490555524,132116
16,1726490687640,4082
16,1726490691722,131074
16,1726490822796,131064
16,1726490953860,131096
16,1726491084956,131049
16,1726491216005,131019
16,1726491347024,131139
16,1726491478163,131053
16,1726491609216,131092
16,1726491740308,4396
16,1726491744704,130691
16,1726491875395,131141
16,1726492006536,131003
16,1726492137539,131145
16,1726492268684,131082
16,1726492399766,130990
16,1726492530756,131155
16,1726492661911,131069
16,1726492792980,131076
16,1726492924056,19180
16,1726492943236,130308
16,1726493073544,19452
16,1726493092996,130052
16,1726493223048,131068
16,1726493354116,131067
16,1726493485183,131077
16,1726493616260,131092
16,1726493747352,131072
16,1726493878424,131052
16,1726494009476,131096
16,1726494140572,131072
16,1726494271644,130997
16,1726494402641,7143
16,1726494409784,130057
16,1726494539841,131135
16,1726494670976,131080
16,1726494802056,131018
16,1726494933074,131117
16,1726495064191,131073
16,1726495195264,68542
16,1726495263806,130123
16,1726495393929,131087
16,1726495525016,130998
16,1726495656014,131126
16,1726495787140,131010
16,1726495918150,131138
16,1726496049288,131023
16,1726496180311,131113
16,1726496311424,34820
16,1726496346244,131092
16,1726496477336,131053
16,1726496608389,131009
16,1726496739398,131130
16,1726496870528,131092
16,1726497001620,131072
16,1726497132692,131072
16,1726497263764,131005
16,1726497394769,131147
16,1726497525916,131060
16,1726497656976,131056
16,1726497788032,131088
16,1726497919120,130998
16,1726498050118,131074
16,1726498181192,35132
16,1726498216324,130832
16,1726498347156,131013
16,1726498478169,131131
16,1726498609300,131076
16,1726498740376,131068
16,1726498871444,131057
16,1726499002501,131075
16,1726499133576,131068
16,1726499264644,131022
16,1726499395666,131133
16,1726499526799,131013
16,1726499657812,131055
16,1726499788867,131076
16,1726499919943,131145
16,1726500051088,131065
16,1726500182153,131071
16,1726500313224,131016
16,1726500444240,131136
16,1726500575376,130998
16,1726500706374,131150
16,1726500837524,131055
16,1726500968579,131068
16,1726501099647,5129
16,1726501104776,132031
16,1726501236807,131137
16,1726501367944,131002
16,1726501498946,131139
16,1726501630085,131071
16,1726501761156,131009
16,1726501892165,131155
16,1726502023320,131047
16,1726502154367,131081
16,1726502285448,131072
16,1726502416520,131015
16,1726502547535,131121
16,1726502678656,131071
16,1726502809727,131097
16,1726502940824,130999
16,1726503071823,131073
16,1726503202896,131140
16,1726503334036,131051
16,1726503465087,131085
16,1726503596172,130999
16,1726503727171,131145
16,1726503858316,4457
16,1726503862773,130708
16,1726503993481,131017
16,1726504124498,131126
16,1726504255624,131088
16,1726504386712,131072
16,1726504517784,131051
16,1726504648835,40453
16,1726504689288,131596
16,1726504820884,131060
16,1726504951944,131072
16,1726505296016,131064
16,1726505427080,131072
16,1726505558152,18943
16,1726505577095,130577
16,1726505707672,131072
16,1726505838744,131056
16,1726505969800,131080
16,1726506100880,131064
16,1726506231944,131064
16,1726506363008,131023
16,1726506494031,131145
16,1726506625176,131048
16,1726506756224,131072
16,1726506887296,35060
16,1726506922356,18688
16,1726506941044,130592
16,1726507071636,131078
16,1726507202714,131061
16,1726507333775,131069
16,1726507464844,131000
16,1726507595844,131085
16,1726507726929,131127
16,1726507858056,131015
16,1726507989071,131137
16,1726508120208,131076
16,1726508251284,131071
16,1726508382355,131077
16,1726508513432,131068
16,1726508644500,131006
16,1726508775506,131074
16,1726508906580,131119
16,1726509037699,131081
16,1726509168780,131076
16,1726509299856,131076
16,1726509430932,131072
16,1726509562004,131072
16,1726509693076,131072
16,1726509824148,131076
16,1726509955224,10651
16,1726509965875,130641
16,1726510096516,131008
16,1726510227524,131152
16,1726510358676,11181
16,1726510369857,130056
16,1726510499913,131065
16,1726510630978,131138
16,1726510762116,131080
16,1726510893196,131084
16,1726511024280,131064
16,1726511155344,130997
16,1726511286341,131143
16,1726511417484,131001
16,1726511548485,131070
16,1726511679555,131142
16,1726511810697,131083
16,1726511941780,131057
16,1726512072837,131008
16,1726512203845,131139
16,1726512334984,131088
16,1726512466072,131052
16,1726512597124,131084
16,1726512728208,131072
16,1726512859280,130999
16,1726512990279,131081
16,1726513121360,131136
16,1726513252496,131064
16,1726513383560,131072
16,1726513514632,131016
16,1726513645648,131124
16,1726513776772,131076
16,1726513907848,131084
16,1726514038932,131056
16,1726514169988,131076
16,1726514301064,131084
16,1726514432148,130991
16,1726514563139,131074
16,1726514694213,131151
16,1726514825364,130991
16,1726514956355,131153
16,1726515087508,131072
16,1726515218580,131072
16,1726515349652,131072
16,1726515480724,19428
16,1726515500152,130001
16,1726515630153,131066
16,1726515761219,131148
16,1726515892367,131011
16,1726516023378,131060
16,1726516154438,131134
16,1726516285572,131072
16,1726516416644,131008
16,1726516547652,131156
16,1726516678808,131053
16,1726516809861,35327
16,1726516845188,130560
16,1726516975748,131072
16,1726517106820,68538
16,1726517175358,130134
16,1726517305492,131056
16,1726517436548,131076
16,1726517567624,131068
16,1726517698692,131080
16,1726517829772,131070
16,1726517960842,131003
16,1726519750674,0
16,1726521429674,0
16,1726527608664,0
16,1726530248675,0
17,1726565807601,0
17,1726596101664,0
18,1726628639664,0
18,1726644359675,6044
18,1726645268665,0
18,1726645315675,0
18,1726645495664,0
18,1726645803675,0
18,1726649968601,0
18,1726652285664,0
18,1726655058664,5258
18,1726655063922,2855
18,1726670544679,0
18,1726680772675,6042
18,1726680780718,0
19,1726723619699,6099
19,1726727045692,0
19,1726748835697,0
19,1726749757626,6131
19,1726752567688,0
19,1726756194692,0
19,1726766715687,0
19,1726769778696,6000
19,1726780717703,0
19,1726782323699,0
19,1726783741691,0
19,1726784651635,0
19,1726784787702,0
20,1726793377692,0
20,1726797974688,5902
20,1726798615699,0
20,1726800772688,6123
20,1726841020634,0
20,1726843863698,0
20,1726845186699,90669
20,1726845277368,2904
20,1726845332739,4415
20,1726845337870,0
20,1726845341702,0
20,1726845514714,4093
20,1726845615693,3211
20,1726845628672,0
20,1726845631267,3268
20,1726845634535,16553
20,1726849119626,0
20,1726849130689,0
20,1726849160693,0
20,1726849189699,0
20,1726849289701,0
20,1726849376699,0
20,1726849439701,0
20,1726849467624,0
20,1726849512625,0
20,1726849538700,0
20,1726849556693,0
20,1726849674671,0
20,1726849880632,0
20,1726849883935,0
20,1726849923692,0
20,1726850127704,0
20,1726850185630,0
20,1726850188699,4009
20,1726850236700,0
20,1726850253699,0
20,1726850327688,0
20,1726850340699,0
20,1726850367629,0
20,1726850488627,0
25,1727229062475,0
25,1727239220664,0
25,1727239256665,0
25,1727239620669,0
25,1727239651679,0
25,1727239780675,0
25,1727239867664,0
25,1727239971664,0
25,1727240102903,0
25,1727240313670,0
25,1727240320664,0
25,1727240814664,0
25,1727240937675,0
25,1727241217670,0
25,1727241242610,0
25,1727241300675,0
25,1727241500679,0
25,1727241966676,0
25,1727242112664,0
25,1727242420669,0
25,1727242689673,0
25,1727242765665,0
25,1727242782669,0
25,1727242917685,0
25,1727242930675,0
25,1727243087602,0
25,1727243240649,0
25,1727243418611,0
25,1727243480669,0
25,1727243546675,0
25,1727243656679,0
25,1727243789675,0
25,1727244507665,0
25,1727244802673,0
25,1727245617608,0
25,1727246068665,0
25,1727246138675,0
25,1727246206675,0
25,1727246528664,0
25,1727246646675,0
25,1727246657598,0
25,1727249217618,6010
25,1727249227703,10958
25,1727263581688,0
25,1727263584427,0
25,1727263586707,8187
27,1727264744688,190435619
27,1727455180307,0
27,1727455275630,0
27,1727455636699,0
27,1727455969698,0
27,1727459127698,0
27,1727461710631,0
27,1727461908688,0
27,1727467411693,0
27,1727467907692,0
27,1727468341699,0
27,1727471271688,0
28,1727484127688,0
